AGVUHOBSCP6YC	3	EX	1.0	21	pi enplizpe	ALL	you entered	revealed
AGVUHOBSCP6YC	3	EX	2.0	29	yé melá	ALL	I watched	revealed
AGVUHOBSCP6YC	3	MCR	3.0	104	ekki icedpi	she entered,he accepted,you entered,he entered,she accepts	he entered	incorrect
AGVUHOBSCP6YC	3	MCR	3.1	104	ekki icedpi	she entered,he accepted,you entered,she accepts	she entered	incorrect
AGVUHOBSCP6YC	3	MCR	3.2	104	ekki icedpi	he accepted,you entered,she accepts	she accepts	correct
AGVUHOBSCP6YC	3	MCR	4.0	143	ekki enplü	she entered,she will accept,he will watch,you watched,she watched	she will accept	incorrect
AGVUHOBSCP6YC	3	MCR	4.1	143	ekki enplü	she entered,he will watch,you watched,she watched	she watched	incorrect
AGVUHOBSCP6YC	3	MCR	4.2	143	ekki enplü	she entered,he will watch,you watched	she entered	correct
AGVUHOBSCP6YC	3	TPR	5.0	211	ekki enplilí	ALL	she watched	incorrect
AGVUHOBSCP6YC	3	TPR	5.0	211	ekki enplilí	ALL	she will enter	revealed
AGVUHOBSCP6YC	3	EX	6.0	0	icedpil	ALL	to accept	revealed
AGVUHOBSCP6YC	3	EX	7.0	27	ák melilí	ALL	he will watch	revealed
AGVUHOBSCP6YC	3	MC	8.0	52	ekki icedpü	she accepted,you will enter,she watched,you entered,I accept	she accepted	correct
AGVUHOBSCP6YC	3	EX	9.0	1	yé icedpé	ALL	I accept	revealed
AGVUHOBSCP6YC	3	TP	10.0	187	ák melilí	ALL	he watched	incorrect
AGVUHOBSCP6YC	3	MCR	11.0	128	yé enplilá	I will enter,she will enter,you watched,to watch,she will accept	I will enter	correct
AGVUHOBSCP6YC	3	MCR	12.0	148	yé melilá	I will accept,she accepted,I will watch,he accepted,he accepts	I will watch	correct
AGVUHOBSCP6YC	3	MCR	13.0	124	ák enpli	I will accept,I enter,you will enter,to accept,he enters	he enters	correct
AGVUHOBSCP6YC	3	TP	14.0	180	yé enplá	ALL	I enter	incorrect
AGVUHOBSCP6YC	3	EX	15.0	28	ekki melilí	ALL	she will watch	revealed
