ADKSME3J8B0PA	1	EX	1.0	29	yé melá	I watched	ALL	I watched	revealed
ADKSME3J8B0PA	1	MCR	2.0	101	pi icedpiz	you accept	to enter,he accepts,you accept,I entered,he will accept	he will accept	incorrect
ADKSME3J8B0PA	1	MCR	2.1	101	pi icedpiz	you accept	to enter,he accepts,you accept,I entered	he accepts	incorrect
ADKSME3J8B0PA	1	MCR	2.2	101	pi icedpiz	you accept	to enter,you accept,I entered	to enter	incorrect
ADKSME3J8B0PA	1	EX	3.0	12	yé enplé	I enter	ALL	I enter	revealed
ADKSME3J8B0PA	1	EX	4.0	31	ekki melü	she watched	ALL	she watched	revealed
ADKSME3J8B0PA	1	MCR	5.0	118	enplil	to enter	you accepted,she will watch,to enter,she accepts,he will watch	he will watch	incorrect
ADKSME3J8B0PA	1	MCR	5.1	118	enplil	to enter	you accepted,she will watch,to enter,she accepts	she will watch	incorrect
ADKSME3J8B0PA	1	MC	6.0	53	ekki icedpü	she accepted	she accepted,to accept,she enters,she will accept,you accepted	you accepted	incorrect
ADKSME3J8B0PA	1	EX	7.0	18	ák enplilí	he will enter	ALL	he will enter	revealed
ADKSME3J8B0PA	1	MC	8.0	44	ák icedpilí	he will accept	he will accept,I accept,she enters,she will watch,she will enter	she will enter	incorrect
ADKSME3J8B0PA	1	TP	9.0	174	ák enpli	he enters	ALL	she enters	incorrect
ADKSME3J8B0PA	1	TPR	10.0	206	ák enpli	he enters	ALL	he enters	correct
ADKSME3J8B0PA	1	MCR	11.0	100	pi icedpiz	you accept	she accepted,she will enter,you accept,I watched,she will watch	she will watch	incorrect
ADKSME3J8B0PA	1	MCR	11.1	100	pi icedpiz	you accept	she accepted,she will enter,you accept,I watched	you accept	correct
ADKSME3J8B0PA	1	MC	12.0	45	ák icedpilí	he will accept	he will accept,he will watch,you accepted,she accepts,to accept	he will accept	correct
ADKSME3J8B0PA	1	MC	13.0	71	ekki enplilí	she will enter	she will enter,she will accept,you enter,he accepted,he enters	she will accept	incorrect
ADKSME3J8B0PA	1	EX	14.0	1	yé icedpé	I accept	ALL	I accept	revealed
ADKSME3J8B0PA	1	MCR	15.0	159	ekki melü	she watched	she enters,I enter,you watched,he will enter,she watched	she watched	correct
ADKSME3J8B0PA	1	MCR	16.0	117	ekki icedpü	she accepted	you accepted,she accepted,she will accept,to accept,she enters	she enters	incorrect
ADKSME3J8B0PA	1	MCR	16.1	117	ekki icedpü	she accepted	you accepted,she accepted,she will accept,to accept	she accepted	correct
ADKSME3J8B0PA	1	TP	17.0	172	yé enplé	I enter	ALL	I enter	correct
ADKSME3J8B0PA	1	EX	18.0	11	enplil	to enter	ALL	to enter	revealed
ADKSME3J8B0PA	1	EX	19.0	27	ák melilí	he will watch	ALL	he will watch	revealed
ADKSME3J8B0PA	1	MCR	20.0	103	ák icedpi	he accepts	he accepts,she enters,he entered,I watched,he will watch	he accepts	correct
ADKSME3J8B0PA	1	MC	21.0	78	ekki enplü	she entered	she entered,she accepts,I will watch,to enter,he accepted	she entered	correct
ADKSME3J8B0PA	1	EX	22.0	0	icedpil	to accept	ALL	to accept	revealed
ADKSME3J8B0PA	1	TP	23.0	174	ák enpli	he enters	ALL	he accepts	incorrect
ADKSME3J8B0PA	1	MC	24.0	75	pi enplizpe	you entered	you entered,he accepted,he will enter,she accepted,he will accept	he will enter	incorrect
ADKSME3J8B0PA	1	MCR	25.0	102	ák icedpi	he accepts	he accepts,she entered,you enter,you entered,he enters	he enters	incorrect
ADKSME3J8B0PA	1	MCR	25.1	102	ák icedpi	he accepts	he accepts,she entered,you enter,you entered	he accepts	correct
ADKSME3J8B0PA	1	EX	26.0	24	melil	to watch	ALL	to watch	revealed
ADKSME3J8B0PA	1	TP	27.0	176	yé enplilá	I will enter	ALL	he accepts	incorrect
ADKSME3J8B0PA	1	MCR	28.0	125	ák enpli	he enters	you accepted,I will enter,he accepts,he entered,he enters	he accepts	incorrect
ADKSME3J8B0PA	1	MCR	28.1	125	ák enpli	he enters	you accepted,I will enter,he entered,he enters	he enters	correct
ADKSME3J8B0PA	1	MCR	29.0	126	ekki enpli	she enters	she enters,she will accept,to accept,she accepts,he enters	she enters	correct
ADKSME3J8B0PA	1	TP	30.0	179	ekki enplilí	she will enter	ALL	she will accept	incorrect
ADKSME3J8B0PA	1	TPR	31.0	215	ekki enplü	she entered	ALL	she accepts	incorrect
ADKSME3J8B0PA	1	TPR	31.0	215	ekki enplü	she entered	ALL	she entered	revealed
ADKSME3J8B0PA	1	MC	32.0	71	ekki enplilí	she will enter	she will enter,she will accept,you enter,he accepted,he enters	she will accept	incorrect
ADKSME3J8B0PA	1	TP	33.0	167	ekki icedpilí	she will accept	ALL	she enters	incorrect
ADKSME3J8B0PA	1	EX	34.0	28	ekki melilí	she will watch	ALL	she will watch	revealed
ADKSME3J8B0PA	1	TP	35.0	173	pi enpliz	you enter	ALL	she will watch	incorrect
ADKSME3J8B0PA	1	TP	36.0	XX	pi meliz	you watch	ALL	he enters	nofeedback
ADKSME3J8B0PA	1	TP	36.1	XX	pi icedpilíz	you will accept	ALL	she will watch	nofeedback
ADKSME3J8B0PA	1	TP	36.2	XX	ák melü	he watched	ALL	he watches	nofeedback
ADKSME3J8B0PA	1	TP	36.3	XX	pi melilíz	you will watch	ALL	he accepts	nofeedback
ADKSME3J8B0PA	1	TP	36.4	XX	yé icedpá	I accepted	ALL	I accept	nofeedback
ADKSME3J8B0PA	1	TP	36.5	XX	yé melé 	I watch	ALL	I watch	nofeedback
ADKSME3J8B0PA	1	TP	36.6	XX	ák meli	he watches	ALL	he accepts	nofeedback
A14ADQ7RUN6TDY	3	EX	1.0	4	ekki icedpi	she accepts	ALL	she accepts	revealed
A14ADQ7RUN6TDY	3	MCR	2.0	129	yé enplilá	I will enter	I will enter,you will enter,to accept,I entered,he enters	to accept	incorrect
A14ADQ7RUN6TDY	3	MCR	2.1	129	yé enplilá	I will enter	I will enter,you will enter,I entered,he enters	he enters	incorrect
A14ADQ7RUN6TDY	3	MC	3.0	80	melil	to watch	to watch,I entered,I watched,she entered,he accepted	I entered	incorrect
A14ADQ7RUN6TDY	3	EX	4.0	15	ekki enpli	she enters	ALL	she enters	revealed
A14ADQ7RUN6TDY	3	MCR	5.0	103	ák icedpi	he accepts	he accepts,she enters,he entered,I watched,he will watch	he will watch	incorrect
A14ADQ7RUN6TDY	3	MCR	5.1	103	ák icedpi	he accepts	he accepts,she enters,he entered,I watched	I watched	incorrect
A14ADQ7RUN6TDY	3	MC	6.0	85	yé melilá	I will watch	I will watch,I watched,she will watch,you enter,I accept	you enter	incorrect
A14ADQ7RUN6TDY	3	EX	7.0	31	ekki melü	she watched	ALL	she watched	revealed
A14ADQ7RUN6TDY	3	TPR	8.0	195	ák icedpi	he accepts	ALL	he entered	incorrect
A14ADQ7RUN6TDY	3	TPR	8.0	195	ák icedpi	he accepts	ALL	he accepts	revealed
A14ADQ7RUN6TDY	3	TPR	9.0	208	yé enplilá	I will enter	ALL	I entered	incorrect
A14ADQ7RUN6TDY	3	TPR	9.0	208	yé enplilá	I will enter	ALL	I will enter	revealed
A14ADQ7RUN6TDY	3	EX	10.0	3	ák icedpi	he accepts	ALL	he accepts	revealed
A14ADQ7RUN6TDY	3	MCR	11.0	110	ekki icedpilí	she will accept	you accepted,she will accept,he enters,I watched,I entered	I entered	incorrect
A14ADQ7RUN6TDY	3	MCR	11.1	110	ekki icedpilí	she will accept	you accepted,she will accept,he enters,I watched	he enters	incorrect
A14ADQ7RUN6TDY	3	EX	12.0	14	ák enpli	he enters	ALL	he enters	revealed
A14ADQ7RUN6TDY	3	MC	13.0	70	ekki enplilí	she will enter	she will enter,she will watch,I will watch,he accepts,to enter	she will enter	correct
A14ADQ7RUN6TDY	3	MC	14.0	94	ekki melü	she watched	she watched,he accepted,I accept,to accept,I will watch	she watched	correct
A14ADQ7RUN6TDY	3	TP	15.0	178	ák enplilí	he will enter	ALL	he will enter	correct
A14ADQ7RUN6TDY	3	MCR	16.0	121	yé enplé	I enter	you accepted,to accept,you enter,I enter,he enters	you enter	incorrect
A14ADQ7RUN6TDY	3	MCR	16.1	121	yé enplé	I enter	you accepted,to accept,I enter,he enters	I enter	correct
A14ADQ7RUN6TDY	3	MC	17.0	80	melil	to watch	to watch,I entered,I watched,she entered,he accepted	to watch	correct
A14ADQ7RUN6TDY	3	TPR	18.0	212	yé enplá	I entered	ALL	I will enter	incorrect
