AUGDGQESOVR9H	3	EX	1.0	3	ák icedpi	ALL	he accepts	revealed
AUGDGQESOVR9H	3	MC	2.0	47	ekki icedpilí	she will accept,she watched,I will watch,I will accept,to enter	she will accept	correct
AUGDGQESOVR9H	3	EX	3.0	11	enplil	ALL	to enter	revealed
AUGDGQESOVR9H	3	MC	4.0	62	ekki enpli	she enters,she accepts,he enters,she will accept,to accept	she enters	correct
AUGDGQESOVR9H	3	MCR	5.0	141	ák enplü	she accepted,she will accept,he enters,he entered,he will accept	he will accept	incorrect
AUGDGQESOVR9H	3	MCR	5.1	141	ák enplü	she accepted,she will accept,he enters,he entered	he entered	correct
AUGDGQESOVR9H	3	MC	6.0	83	ekki meli	she watches,she will watch,she accepts,he will enter,she watched	she watches	correct
AUGDGQESOVR9H	3	MCR	7.0	114	ák icedpü	he accepted,you entered,you accept,he entered,I accept	he accepted	correct
AUGDGQESOVR9H	3	MC	8.0	91	yé melá	I watched,you watched,she watches,to enter,she accepts	to enter	incorrect
AUGDGQESOVR9H	3	TPR	9.0	196	ekki icedpi	ALL	she enters	incorrect
AUGDGQESOVR9H	3	TPR	9.0	196	ekki icedpi	ALL	she accepts	revealed
AUGDGQESOVR9H	3	MC	10.0	64	yé enplilá	I will enter,she will accept,she will enter,you watched,to watch	I will enter	correct
AUGDGQESOVR9H	3	EX	11.0	2	pi icedpiz	ALL	you accept	revealed
AUGDGQESOVR9H	3	TPR	12.0	211	ekki enplilí	ALL	she enters	incorrect
AUGDGQESOVR9H	3	TPR	12.0	211	ekki enplilí	ALL	she will enter	revealed
AUGDGQESOVR9H	3	MC	13.0	41	ekki icedpi	she accepts,I will accept,she accepted,he will watch,you enter	she accepts	correct
AUGDGQESOVR9H	3	EX	14.0	17	pi enplilíz	ALL	you will enter	revealed
AUGDGQESOVR9H	3	TPR	15.0	218	yé melilá	ALL	I watch	incorrect
AUGDGQESOVR9H	3	TPR	15.0	218	yé melilá	ALL	I will watch	revealed
AUGDGQESOVR9H	3	MC	16.0	80	melil	to watch,I entered,I watched,she entered,he accepted	to watch	correct
AUGDGQESOVR9H	3	MC	17.0	67	pi enplilíz	you will enter,you watched,he accepted,I will accept,she entered	you will enter	correct
AUGDGQESOVR9H	3	EX	18.0	27	ák melilí	ALL	he will watch	revealed
AUGDGQESOVR9H	3	MCR	19.0	148	yé melilá	I will accept,she accepted,I will watch,he accepted,he accepts	I will watch	correct
AUGDGQESOVR9H	3	MCR	20.0	155	yé melá	she watches,she accepts,you watched,to enter,I watched	I watched	correct
AUGDGQESOVR9H	3	TPR	21.0	198	ák icedpilí	ALL	he accepts	incorrect
AUGDGQESOVR9H	3	TPR	21.0	198	ák icedpilí	ALL	he will accept	revealed
AUGDGQESOVR9H	3	MC	22.0	86	ák melilí	he will watch,to accept,she accepted,she will enter,she watches	he will watch	correct
AUGDGQESOVR9H	3	MCR	23.0	113	pi icedpizpe	you accepted,she watches,she will enter,you will enter,you entered	you accepted	correct
AUGDGQESOVR9H	3	MC	24.0	77	ák enplü	he entered,he will accept,he enters,she will accept,she accepted	he enters	incorrect
AUGDGQESOVR9H	3	EX	25.0	2	pi icedpiz	ALL	you accept	revealed
AUGDGQESOVR9H	3	TP	26.0	185	ekki meli	ALL	she watches	correct
AUGDGQESOVR9H	3	MCR	27.0	99	yé icedpé	he accepts,I will accept,she accepted,she watched,I accept	I accept	correct
AUGDGQESOVR9H	3	TP	28.0	179	ekki enplilí	ALL	she entered	incorrect
AUGDGQESOVR9H	3	MC	29.0	45	ák icedpilí	he will accept,he will watch,you accepted,she accepts,to accept	he will accept	correct
AUGDGQESOVR9H	3	EX	30.0	0	icedpil	ALL	to accept	revealed
AUGDGQESOVR9H	3	TP	31.0	174	ák enpli	ALL	he enters	correct
AUGDGQESOVR9H	3	MCR	32.0	143	ekki enplü	she entered,she will accept,he will watch,you watched,she watched	she entered	correct
AUGDGQESOVR9H	3	MC	33.0	76	ák enplü	he entered,she entered,I enter,I will enter,he will watch	he entered	correct
AUGDGQESOVR9H	3	MCR	34.0	140	ák enplü	she entered,I will enter,I enter,he entered,he will watch	he entered	correct
AUGDGQESOVR9H	3	TPR	35.0	220	ekki melilí	ALL	she watched	incorrect
AUGDGQESOVR9H	3	TPR	35.0	220	ekki melilí	ALL	she will watch	revealed
AS1QMPXIT1EGX	3	EX	1.0	22	ák enplü	ALL	he entered	revealed
AS1QMPXIT1EGX	3	EX	2.0	18	ák enplilí	ALL	he will enter	revealed
AS1QMPXIT1EGX	3	EX	3.0	5	yé icedpilá	ALL	I will accept	revealed
