A2G7N0X0PNX0EE	3	EX	1.0	12	yé enplé	ALL	I enter	revealed
A2G7N0X0PNX0EE	3	TPR	2.0	208	yé enplilá	ALL	i entered	incorrect
A2G7N0X0PNX0EE	3	TPR	2.0	208	yé enplilá	ALL	I will enter	revealed
A2G7N0X0PNX0EE	3	EX	3.0	27	ák melilí	ALL	he will watch	revealed
A2G7N0X0PNX0EE	3	TPR	4.0	208	yé enplilá	ALL	i will enter	correct
A2G7N0X0PNX0EE	3	MCR	5.0	109	ák icedpilí	you accepted,he will watch,to accept,she accepts,he will accept	he will accept	correct
A2G7N0X0PNX0EE	3	EX	6.0	2	pi icedpiz	ALL	you accept	revealed
A2G7N0X0PNX0EE	3	EX	7.0	29	yé melá	ALL	I watched	revealed
A2G7N0X0PNX0EE	3	EX	8.0	22	ák enplü	ALL	he entered	revealed
A2G7N0X0PNX0EE	3	MC	9.0	74	pi enplizpe	you entered,I will accept,I will enter,you watched,I accept	you entered	correct
A2G7N0X0PNX0EE	3	MC	10.0	56	yé enplé	I enter,to enter,to watch,you accept,he will watch	I enter	correct
A2G7N0X0PNX0EE	3	MC	11.0	33	icedpil	to accept,he accepts,she will enter,you entered,I watched	to accept	correct
A2G7N0X0PNX0EE	3	TPR	12.0	218	yé melilá	ALL	i will watch	correct
A2G7N0X0PNX0EE	3	EX	13.0	19	ekki enplilí	ALL	she will enter	revealed
A2G7N0X0PNX0EE	3	EX	14.0	24	melil	ALL	to watch	revealed
A2G7N0X0PNX0EE	3	MCR	15.0	130	pi enplilíz	she will accept,you will enter,I enter,you accept,he will watch	you will enter	correct
A2G7N0X0PNX0EE	3	EX	16.0	8	pi icedpizpe	ALL	you accepted	revealed
A2G7N0X0PNX0EE	3	EX	17.0	7	ekki icedpilí	ALL	she will accept	revealed
A2G7N0X0PNX0EE	3	EX	18.0	12	yé enplé	ALL	I enter	revealed
A2G7N0X0PNX0EE	3	TPR	19.0	218	yé melilá	ALL	You will watch	incorrect
A2G7N0X0PNX0EE	3	TPR	19.0	218	yé melilá	ALL	I will watch	revealed
A2G7N0X0PNX0EE	3	MC	20.0	52	ekki icedpü	she accepted,you will enter,she watched,you entered,I accept	she accepted	correct
A2G7N0X0PNX0EE	3	MC	21.0	73	yé enplá	I entered,she entered,he enters,I will enter,to watch	I entered	correct
A2G7N0X0PNX0EE	3	EX	22.0	9	ák icedpü	ALL	he accepted	revealed
A2G7N0X0PNX0EE	3	MC	23.0	95	ekki melü	she watched,you watched,she enters,he will enter,I enter	she watched	correct
A2G7N0X0PNX0EE	3	TPR	24.0	201	ák icedpü	ALL	He will accept	incorrect
A2G7N0X0PNX0EE	3	TPR	24.0	201	ák icedpü	ALL	he accepted	revealed
A2G7N0X0PNX0EE	3	EX	25.0	16	yé enplilá	ALL	I will enter	revealed
A2G7N0X0PNX0EE	3	TPR	26.0	210	ák enplilí	ALL	I will enter	incorrect
A2G7N0X0PNX0EE	3	TPR	26.0	210	ák enplilí	ALL	he will enter	revealed
A2G7N0X0PNX0EE	3	EX	27.0	17	pi enplilíz	ALL	you will enter	revealed
A2G7N0X0PNX0EE	3	MC	28.0	41	ekki icedpi	she accepts,I will accept,she accepted,he will watch,you enter	she accepted	incorrect
A2G7N0X0PNX0EE	3	MCR	29.0	104	ekki icedpi	she entered,he accepted,you entered,he entered,she accepts	she accepts	correct
A2G7N0X0PNX0EE	3	MC	30.0	68	ák enplilí	he will enter,I accept,I watched,he entered,to watch	he entered	incorrect
A2G7N0X0PNX0EE	3	EX	31.0	28	ekki melilí	ALL	she will watch	revealed
A2G7N0X0PNX0EE	3	MC	32.0	42	yé icedpilá	I will accept,she accepts,she entered,she will enter,I entered	I entered	incorrect
A2G7N0X0PNX0EE	3	MC	33.0	69	ák enplilí	he will enter,you will enter,I entered,you accepted,I will accept	he will enter	correct
A2G7N0X0PNX0EE	3	EX	34.0	30	pi melizpe	ALL	you watched	revealed
A2G7N0X0PNX0EE	3	MCR	35.0	152	ekki melilí	she entered,she accepted,you will enter,she will watch,he will watch	she will watch	correct
A33CFLCMJNHHNC	3	EX	1.0	14	ák enpli	ALL	he enters	revealed
A33CFLCMJNHHNC	3	MC	2.0	33	icedpil	to accept,he accepts,she will enter,you entered,I watched	I watched	incorrect
A33CFLCMJNHHNC	3	EX	3.0	23	ekki enplü	ALL	she entered	revealed
A33CFLCMJNHHNC	3	EX	4.0	11	enplil	ALL	to enter	revealed
A33CFLCMJNHHNC	3	TP	5.0	182	ák enplü	ALL	he enters	incorrect
A33CFLCMJNHHNC	3	TPR	6.0	207	ekki enpli	ALL	she entered	incorrect
A33CFLCMJNHHNC	3	TPR	6.0	207	ekki enpli	ALL	she enters	revealed
A33CFLCMJNHHNC	3	TP	7.0	175	ekki enpli	ALL	she enters	correct
A33CFLCMJNHHNC	3	MC	8.0	82	ekki meli	she watches,you accept,she will enter,he will watch,she enters	she watches	correct
A33CFLCMJNHHNC	3	MC	9.0	54	enplil	to enter,he will watch,you accepted,she accepts,she will watch	to enter	correct
A33CFLCMJNHHNC	3	MCR	10.0	110	ekki icedpilí	you accepted,she will accept,he enters,I watched,I entered	she will accept	correct
A33CFLCMJNHHNC	3	EX	11.0	2	pi icedpiz	ALL	you accept	revealed
A33CFLCMJNHHNC	3	MCR	12.0	141	ák enplü	she accepted,she will accept,he enters,he entered,he will accept	he entered	correct
A33CFLCMJNHHNC	3	MC	13.0	57	yé enplé	I enter,you enter,he enters,you accepted,to accept	you enter	incorrect
A33CFLCMJNHHNC	3	MCR	14.0	110	ekki icedpilí	you accepted,she will accept,he enters,I watched,I entered	she will accept	correct
A33CFLCMJNHHNC	3	TPR	15.0	215	ekki enplü	ALL	she entered	correct
A33CFLCMJNHHNC	3	TP	16.0	168	pi icedpizpe	ALL	you will accept	incorrect
A33CFLCMJNHHNC	3	MCR	17.0	111	ekki icedpilí	I will accept,she will accept,I will watch,to enter,she watched	she will accept	correct
A33CFLCMJNHHNC	3	EX	18.0	1	yé icedpé	ALL	I accept	revealed
A33CFLCMJNHHNC	3	MC	19.0	59	pi enpliz	you enter,I will enter,she watches,she will accept,to accept	you enter	correct
A33CFLCMJNHHNC	3	EX	20.0	17	pi enplilíz	ALL	you will enter	revealed
A33CFLCMJNHHNC	3	TP	21.0	179	ekki enplilí	ALL	she will enter	correct
A33CFLCMJNHHNC	3	EX	22.0	7	ekki icedpilí	ALL	she will accept	revealed
A33CFLCMJNHHNC	3	EX	23.0	9	ák icedpü	ALL	he accepted	revealed
A33CFLCMJNHHNC	3	EX	24.0	27	ák melilí	ALL	he will watch	revealed
A33CFLCMJNHHNC	3	TP	25.0	165	yé icedpilá	ALL	you accepted	incorrect
A33CFLCMJNHHNC	3	TP	26.0	186	yé melilá	ALL	I watched	incorrect
A33CFLCMJNHHNC	3	TPR	27.0	198	ák icedpilí	ALL	he accepted	incorrect
A33CFLCMJNHHNC	3	TPR	27.0	198	ák icedpilí	ALL	he will accept	revealed
A33CFLCMJNHHNC	3	MC	28.0	70	ekki enplilí	she will enter,she will watch,I will watch,he accepts,to enter	she will enter	correct
A33CFLCMJNHHNC	3	TP	29.0	169	ák icedpü	ALL	he watched	incorrect
A33CFLCMJNHHNC	3	EX	30.0	10	ekki icedpü	ALL	she accepted	revealed
A33CFLCMJNHHNC	3	TPR	31.0	195	ák icedpi	ALL	he will accept	incorrect
A33CFLCMJNHHNC	3	TPR	31.0	195	ák icedpi	ALL	he accepts	revealed
A33CFLCMJNHHNC	3	EX	32.0	26	yé melilá	ALL	I will watch	revealed
A33CFLCMJNHHNC	3	EX	33.0	22	ák enplü	ALL	he entered	revealed
A33CFLCMJNHHNC	3	EX	34.0	16	yé enplilá	ALL	I will enter	revealed
A33CFLCMJNHHNC	3	EX	35.0	15	ekki enpli	ALL	she enters	revealed
A13I8ASC3JQ04P	3	EX	1.0	28	ekki melilí	ALL	she will watch	revealed
A13I8ASC3JQ04P	3	MC	2.0	69	ák enplilí	he will enter,you will enter,I entered,you accepted,I will accept	he will enter	correct
A13I8ASC3JQ04P	3	EX	3.0	30	pi melizpe	ALL	you watched	revealed
A13I8ASC3JQ04P	3	EX	4.0	5	yé icedpilá	ALL	I will accept	revealed
A13I8ASC3JQ04P	3	MCR	5.0	113	pi icedpizpe	you accepted,she watches,she will enter,you will enter,you entered	she watches	incorrect
A13I8ASC3JQ04P	3	MCR	5.1	113	pi icedpizpe	you accepted,she will enter,you will enter,you entered	she will enter	incorrect
A13I8ASC3JQ04P	3	MCR	6.0	105	ekki icedpi	I will accept,she accepted,you enter,she accepts,he will watch	he will watch	incorrect
A13I8ASC3JQ04P	3	MCR	6.1	105	ekki icedpi	I will accept,she accepted,you enter,she accepts	she accepted	incorrect
A13I8ASC3JQ04P	3	MCR	6.2	105	ekki icedpi	I will accept,you enter,she accepts	she accepts	correct
A13I8ASC3JQ04P	3	EX	7.0	22	ák enplü	ALL	he entered	revealed
A13I8ASC3JQ04P	3	MC	8.0	63	ekki enpli	she enters,he entered,he accepts,he will enter,she will enter	she enters	correct
A13I8ASC3JQ04P	3	MC	9.0	91	yé melá	I watched,you watched,she watches,to enter,she accepts	she accepts	incorrect
A13I8ASC3JQ04P	3	MCR	10.0	96	icedpil	she accepted,I enter,to accept,she entered,I entered	I enter	incorrect
A13I8ASC3JQ04P	3	MCR	10.1	96	icedpil	she accepted,to accept,she entered,I entered	to accept	correct
A13I8ASC3JQ04P	3	MCR	11.0	150	ák melilí	she watches,she accepted,she will enter,to accept,he will watch	he will watch	correct
A13I8ASC3JQ04P	3	EX	12.0	13	pi enpliz	ALL	you enter	revealed
A13I8ASC3JQ04P	3	MCR	13.0	114	ák icedpü	he accepted,you entered,you accept,he entered,I accept	he accepted	correct
A13I8ASC3JQ04P	3	EX	14.0	10	ekki icedpü	ALL	she accepted	revealed
A13I8ASC3JQ04P	3	MC	15.0	73	yé enplá	I entered,she entered,he enters,I will enter,to watch	I will enter	incorrect
A13I8ASC3JQ04P	3	TPR	16.0	217	ekki meli	ALL	She accepts	incorrect
A13I8ASC3JQ04P	3	TPR	16.0	217	ekki meli	ALL	she watches	revealed
A13I8ASC3JQ04P	3	MC	17.0	84	yé melilá	I will watch,I will accept,he accepted,she accepted,he accepts	I will watch	correct
A13I8ASC3JQ04P	3	TPR	18.0	204	yé enplé	ALL	I will enter	incorrect
A13I8ASC3JQ04P	3	TPR	18.0	204	yé enplé	ALL	I enter	revealed
A13I8ASC3JQ04P	3	MCR	19.0	152	ekki melilí	she entered,she accepted,you will enter,she will watch,he will watch	she will watch	correct
A13I8ASC3JQ04P	3	TPR	20.0	201	ák icedpü	ALL	You accept	incorrect
A13I8ASC3JQ04P	3	TPR	20.0	201	ák icedpü	ALL	he accepted	revealed
A13I8ASC3JQ04P	3	TPR	21.0	202	ekki icedpü	ALL	she accepts	incorrect
A13I8ASC3JQ04P	3	TPR	21.0	202	ekki icedpü	ALL	she accepted	revealed
A13I8ASC3JQ04P	3	MC	22.0	54	enplil	to enter,he will watch,you accepted,she accepts,she will watch	to enter	correct
A13I8ASC3JQ04P	3	EX	23.0	24	melil	ALL	to watch	revealed
A13I8ASC3JQ04P	3	EX	24.0	15	ekki enpli	ALL	she enters	revealed
A13I8ASC3JQ04P	3	TPR	25.0	194	pi icedpiz	ALL	I accept	incorrect
A13I8ASC3JQ04P	3	TPR	25.0	194	pi icedpiz	ALL	you accept	revealed
A13I8ASC3JQ04P	3	MC	26.0	36	pi icedpiz	you accept,I watched,she will enter,she will watch,she accepted	you accept	correct
A13I8ASC3JQ04P	3	MC	27.0	59	pi enpliz	you enter,I will enter,she watches,she will accept,to accept	I will enter	incorrect
A13I8ASC3JQ04P	3	MCR	28.0	147	ekki meli	she watches,he will enter,she will watch,she accepts,she watched	she will watch	incorrect
A13I8ASC3JQ04P	3	MCR	28.1	147	ekki meli	she watches,he will enter,she accepts,she watched	she watched	incorrect
A13I8ASC3JQ04P	3	MCR	28.2	147	ekki meli	she watches,he will enter,she accepts	she watches	correct
A13I8ASC3JQ04P	3	TPR	29.0	198	ák icedpilí	ALL	He accepts	incorrect
A13I8ASC3JQ04P	3	TPR	29.0	198	ák icedpilí	ALL	he will accept	revealed
A13I8ASC3JQ04P	3	MCR	30.0	128	yé enplilá	I will enter,she will enter,you watched,to watch,she will accept	I will enter	correct
