A3ATU3VULAB7K2	2	EX	1.0	5	yé icedpilá	I will accept	ALL	I will accept	revealed
A3ATU3VULAB7K2	2	TP	2.0	161	yé icedpé	I accept	ALL	I accept	correct
A3ATU3VULAB7K2	2	MCR	3.0	143	ekki enplü	she entered	she entered,she will accept,he will watch,you watched,she watched	he will watch	incorrect
A3ATU3VULAB7K2	2	MCR	3.1	143	ekki enplü	she entered	she entered,she will accept,you watched,she watched	she watched	incorrect
A3ATU3VULAB7K2	2	MCR	3.2	143	ekki enplü	she entered	she entered,she will accept,you watched	you watched	incorrect
A3ATU3VULAB7K2	2	EX	4.0	18	ák enplilí	he will enter	ALL	he will enter	revealed
A3ATU3VULAB7K2	2	EX	5.0	23	ekki enplü	she entered	ALL	she entered	revealed
A3ATU3VULAB7K2	2	MC	6.0	47	ekki icedpilí	she will accept	she will accept,she watched,I will watch,I will accept,to enter	she will accept	correct
A3ATU3VULAB7K2	2	MC	7.0	58	pi enpliz	you enter	you enter,she entered,she will enter,he accepts,she accepts	she accepts	incorrect
A3ATU3VULAB7K2	2	MCR	8.0	128	yé enplilá	I will enter	I will enter,she will enter,you watched,to watch,she will accept	I will enter	correct
A3ATU3VULAB7K2	2	MCR	9.0	137	yé enplá	I entered	she entered,I entered,I will enter,to watch,he enters	I will enter	incorrect
A3ATU3VULAB7K2	2	MCR	9.1	137	yé enplá	I entered	she entered,I entered,to watch,he enters	I entered	correct
A3ATU3VULAB7K2	2	MCR	10.0	97	icedpil	to accept	he accepts,she will enter,you entered,to accept,I watched	to accept	correct
A3ATU3VULAB7K2	2	EX	11.0	29	yé melá	I watched	ALL	I watched	revealed
A3ATU3VULAB7K2	2	EX	12.0	31	ekki melü	she watched	ALL	she watched	revealed
A3ATU3VULAB7K2	2	EX	13.0	26	yé melilá	I will watch	ALL	I will watch	revealed
A3ATU3VULAB7K2	2	TP	14.0	175	ekki enpli	she enters	ALL	she enters	correct
A3ATU3VULAB7K2	2	EX	15.0	4	ekki icedpi	she accepts	ALL	she accepts	revealed
A3ATU3VULAB7K2	2	MCR	16.0	121	yé enplé	I enter	you accepted,to accept,you enter,I enter,he enters	I enter	correct
A3ATU3VULAB7K2	2	EX	17.0	0	icedpil	to accept	ALL	to accept	revealed
A3ATU3VULAB7K2	2	EX	18.0	24	melil	to watch	ALL	to watch	revealed
A3ATU3VULAB7K2	2	TPR	19.0	220	ekki melilí	she will watch	ALL	she watches	incorrect
A3ATU3VULAB7K2	2	TPR	19.0	220	ekki melilí	she will watch	ALL	she will watch	revealed
A3ATU3VULAB7K2	2	MCR	20.0	100	pi icedpiz	you accept	she accepted,she will enter,you accept,I watched,she will watch	you accept	correct
A3ATU3VULAB7K2	2	TPR	21.0	220	ekki melilí	she will watch	ALL	she will watch	correct
A3ATU3VULAB7K2	2	MC	22.0	74	pi enplizpe	you entered	you entered,I will accept,I will enter,you watched,I accept	you entered	correct
A3ATU3VULAB7K2	2	MC	23.0	67	pi enplilíz	you will enter	you will enter,you watched,he accepted,I will accept,she entered	you will enter	correct
A3ATU3VULAB7K2	2	TPR	24.0	205	pi enpliz	you enter	ALL	you enter	correct
A3ATU3VULAB7K2	2	TPR	25.0	200	pi icedpizpe	you accepted	ALL	you accept	incorrect
A3ATU3VULAB7K2	2	TPR	25.0	200	pi icedpizpe	you accepted	ALL	you accepted	revealed
A3ATU3VULAB7K2	2	EX	26.0	3	ák icedpi	he accepts	ALL	he accepts	revealed
A3ATU3VULAB7K2	2	MC	27.0	43	yé icedpilá	I will accept	I will accept,he will watch,he enters,I accept,I watched	I will accept	correct
A3ATU3VULAB7K2	2	TPR	28.0	195	ák icedpi	he accepts	ALL	he accepts	correct
A3ATU3VULAB7K2	2	MCR	29.0	156	pi melizpe	you watched	to watch,she enters,you watched,she accepts,he entered	you watched	correct
A3ATU3VULAB7K2	2	MCR	30.0	141	ák enplü	he entered	she accepted,she will accept,he enters,he entered,he will accept	he enters	incorrect
A3ATU3VULAB7K2	2	MCR	30.1	141	ák enplü	he entered	she accepted,she will accept,he entered,he will accept	he entered	correct
A3ATU3VULAB7K2	2	MC	31.0	93	pi melizpe	you watched	you watched,I will accept,he will enter,she watched,I will watch	you watched	correct
A3ATU3VULAB7K2	2	MCR	32.0	115	ák icedpü	he accepted	I entered,he accepted,to accept,you will enter,I watched	he accepted	correct
A3ATU3VULAB7K2	2	TP	33.0	174	ák enpli	he enters	ALL	he enters	correct
A3ATU3VULAB7K2	2	TP	34.0	179	ekki enplilí	she will enter	ALL	she will enter	correct
A3ATU3VULAB7K2	2	MCR	35.0	117	ekki icedpü	she accepted	you accepted,she accepted,she will accept,to accept,she enters	she accepted	correct
A3ATU3VULAB7K2	2	TP	36.0	XX	pi meliz	you watch	ALL	you watched	nofeedback
A3ATU3VULAB7K2	2	TP	36.1	XX	pi icedpilíz	you will accept	ALL	you accepted	nofeedback
A3ATU3VULAB7K2	2	TP	36.2	XX	ák melü	he watched	ALL	he watches	nofeedback
A3ATU3VULAB7K2	2	TP	36.3	XX	pi melilíz	you will watch	ALL	you will watch	nofeedback
A3ATU3VULAB7K2	2	TP	36.4	XX	yé icedpá	I accepted	ALL	I accept	nofeedback
A3ATU3VULAB7K2	2	TP	36.5	XX	yé melé 	I watch	ALL	I watch	nofeedback
