username	training_step	prompt_type	current_action	current_action_id	current_observation	complex_observation
AUGDGQESOVR9H	17	MC	["67","MC","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	67	you will enter	NULL
AUGDGQESOVR9H	18	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
AUGDGQESOVR9H	19	MCR	["148","MCR","yé melilá","I will watch","I will accept","he accepted","she accepted","he accepts"]	148	I will watch	{"1":{"guess":"I will watch","time":9}}
AUGDGQESOVR9H	20	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"I watched","time":10}}
AUGDGQESOVR9H	21	TPR	["198","TPR","ák icedpilí","he will accept"]	198	he accepts	NULL
AUGDGQESOVR9H	22	MC	["86","MC","ák melilí","he will watch","to accept","she accepted","she will enter","she watches"]	86	he will watch	NULL
AUGDGQESOVR9H	23	MCR	["113","MCR","pi icedpizpe","you accepted","she will enter","you will enter","you entered","she watches"]	113	you accepted	{"1":{"guess":"you accepted","time":6}}
AUGDGQESOVR9H	24	MC	["77","MC","ák enplü","he entered","he will accept","he enters","she will accept","she accepted"]	77	he enters	NULL
AUGDGQESOVR9H	25	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
AUGDGQESOVR9H	26	TP	["185","TP","ekki meli","she watches"]	185	she watches	NULL
AUGDGQESOVR9H	27	MCR	["99","MCR","yé icedpé","I accept","she watched","he accepts","I will accept","she accepted"]	99	I accept	{"1":{"guess":"I accept","time":7}}
AUGDGQESOVR9H	28	TP	["179","TP","ekki enplilí","she will enter"]	179	she entered	NULL
AUGDGQESOVR9H	29	MC	["45","MC","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	45	he will accept	NULL
AUGDGQESOVR9H	30	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
AUGDGQESOVR9H	31	TP	["174","TP","ák enpli","he enters"]	174	he enters	NULL
AUGDGQESOVR9H	32	MCR	["143","MCR","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	143	she entered	{"1":{"guess":"she entered","time":9}}
AUGDGQESOVR9H	33	MC	["76","MC","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	76	he entered	NULL
AUGDGQESOVR9H	34	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"he entered","time":13}}
AUGDGQESOVR9H	35	TPR	["220","TPR","ekki melilí","she will watch"]	220	she watched	NULL
A17OINLIDZ0C14	1	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
A17OINLIDZ0C14	2	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A17OINLIDZ0C14	3	MCR	["105","MCR","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	105	she accepts	{"1":{"guess":"I will accept","time":9},"2":{"guess":"she accepts","time":8}}
A17OINLIDZ0C14	4	MC	["76","MC","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	76	he entered	NULL
A17OINLIDZ0C14	5	TP	["181","TP","pi enplizpe","you entered"]	181	he enters	NULL
A17OINLIDZ0C14	6	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
A17OINLIDZ0C14	7	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
A17OINLIDZ0C14	8	MC	["86","MC","ák melilí","he will watch","to accept","she accepted","she will enter","she watches"]	86	he will watch	NULL
A17OINLIDZ0C14	9	MC	["54","MC","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	54	to enter	NULL
A17OINLIDZ0C14	10	MC	["95","MC","ekki melü","she watched","you watched","she enters","he will enter","I enter"]	95	she watched	NULL
A17OINLIDZ0C14	11	MCR	["126","MCR","ekki enpli","she enters","she accepts","he enters","she will accept","to accept"]	126	she will accept	{"1":{"guess":"she accepts","time":11},"2":{"guess":"she will accept","time":9}}
A17OINLIDZ0C14	12	MCR	["107","MCR","yé icedpilá","I will accept","he will watch","he enters","I accept","I watched"]	107	I will accept	{"1":{"guess":"I accept","time":12},"2":{"guess":"I will accept","time":9}}
A17OINLIDZ0C14	13	MC	["82","MC","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	82	she enters	NULL
A17OINLIDZ0C14	14	MC	["33","MC","icedpil","to accept","he accepts","she will enter","you entered","I watched"]	33	I watched	NULL
A17OINLIDZ0C14	15	MC	["88","MC","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	88	she will watch	NULL
A17OINLIDZ0C14	16	MC	["61","MC","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	61	I will enter	NULL
A17OINLIDZ0C14	17	MCR	["126","MCR","ekki enpli","she enters","she accepts","he enters","she will accept","to accept"]	126	she enters	{"1":{"guess":"she accepts","time":12},"2":{"guess":"she will accept","time":10},"3":{"guess":"she enters","time":8}}
A17OINLIDZ0C14	18	MC	["66","MC","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	66	you will enter	NULL
A17OINLIDZ0C14	19	EX	["24","EX","melil","to watch"]	24	to watch	NULL
A17OINLIDZ0C14	20	MC	["50","MC","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	50	you accept	NULL
A17OINLIDZ0C14	21	MC	["66","MC","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	66	I enter	NULL
A17OINLIDZ0C14	22	MCR	["109","MCR","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	109	he will accept	{"1":{"guess":"he will accept","time":10}}
A17OINLIDZ0C14	23	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"I watched","time":12}}
A17OINLIDZ0C14	24	MC	["56","MC","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	56	I enter	NULL
A17OINLIDZ0C14	25	MC	["50","MC","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	50	he accepted	NULL
A17OINLIDZ0C14	26	MCR	["96","MCR","icedpil","to accept","I enter","I entered","she accepted","she entered"]	96	to accept	{"1":{"guess":"to accept","time":10}}
A17OINLIDZ0C14	27	TP	["178","TP","ák enplilí","he will enter"]	178	he entered	NULL
A17OINLIDZ0C14	28	TP	["167","TP","ekki icedpilí","she will accept"]	167	she accepted	NULL
A17OINLIDZ0C14	29	TP	["161","TP","yé icedpé","I accept"]	161	I accept	NULL
A17OINLIDZ0C14	30	MCR	["112","MCR","pi icedpizpe","you accepted","she enters","she entered","I watched","he entered"]	112	you accepted	{"1":{"guess":"he entered","time":10},"2":{"guess":"you accepted","time":6}}
A17OINLIDZ0C14	31	TP	["161","TP","yé icedpé","I accept"]	161	I accept	NULL
A17OINLIDZ0C14	32	MCR	["137","MCR","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	137	I entered	{"1":{"guess":"I will enter","time":11},"2":{"guess":"I entered","time":10}}
A17OINLIDZ0C14	33	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
A17OINLIDZ0C14	34	MCR	["133","MCR","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	133	he will enter	{"1":{"guess":"he will enter","time":11}}
A17OINLIDZ0C14	35	MC	["81","MC","melil","to watch","to accept","he will enter","I enter","she watches"]	81	to watch	NULL
A10LVHTF26QHQC	1	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
A10LVHTF26QHQC	2	MCR	["130","MCR","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	130	she will accept	{"1":{"guess":"I enter","time":10},"2":{"guess":"she will accept","time":7}}
A10LVHTF26QHQC	3	EX	["24","EX","melil","to watch"]	24	to watch	NULL
A10LVHTF26QHQC	4	MCR	["142","MCR","ekki enplü","she entered","she accepts","I will watch","to enter","he accepted"]	142	she entered	{"1":{"guess":"she entered","time":13}}
A10LVHTF26QHQC	5	MCR	["104","MCR","ekki icedpi","she accepts","she entered","he accepted","he entered","you entered"]	104	she accepts	{"1":{"guess":"he entered","time":13},"2":{"guess":"she accepts","time":11}}
A10LVHTF26QHQC	6	MC	["73","MC","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	73	I entered	NULL
A10LVHTF26QHQC	7	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A10LVHTF26QHQC	8	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"he entered","time":12}}
A10LVHTF26QHQC	9	TPR	["211","TPR","ekki enplilí","she will enter"]	211	she watched	NULL
A10LVHTF26QHQC	10	TPR	["214","TPR","ák enplü","he entered"]	214	he watched	NULL
A10LVHTF26QHQC	11	MC	["43","MC","yé icedpilá","I will accept","he will watch","he enters","I accept","I watched"]	43	I will accept	NULL
A10LVHTF26QHQC	12	TP	["174","TP","ák enpli","he enters"]	174	I entered	NULL
A10LVHTF26QHQC	13	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A10LVHTF26QHQC	14	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122	you enter	{"1":{"guess":"you enter","time":12}}
A10LVHTF26QHQC	15	MC	["37","MC","pi icedpiz","you accept","he will accept","to enter","he accepts","I entered"]	37	you accept	NULL
A10LVHTF26QHQC	16	TP	["189","TP","yé melá","I watched"]	189	I will enter	NULL
A10LVHTF26QHQC	17	MCR	["137","MCR","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	137	I entered	{"1":{"guess":"I will enter","time":12},"2":{"guess":"I entered","time":11}}
A10LVHTF26QHQC	18	EX	["14","EX","ák enpli","he enters"]	14	he enters	NULL
A10LVHTF26QHQC	19	TP	["179","TP","ekki enplilí","she will enter"]	179	she will enter	NULL
A10LVHTF26QHQC	20	TPR	["214","TPR","ák enplü","he entered"]	214	he enters	NULL
A10LVHTF26QHQC	21	TPR	["208","TPR","yé enplilá","I will enter"]	208	I will enter	NULL
AIK7EGKYGQ1QK	1	EX	["24","EX","melil","to watch"]	24	to watch	NULL
A10LVHTF26QHQC	22	MCR	["96","MCR","icedpil","to accept","I enter","I entered","she accepted","she entered"]	96	to accept	{"1":{"guess":"she accepted","time":14},"2":{"guess":"to accept","time":12}}
A10LVHTF26QHQC	23	MCR	["121","MCR","yé enplé","I enter","you enter","he enters","you accepted","to accept"]	121	I enter	{"1":{"guess":"I enter","time":14}}
AIK7EGKYGQ1QK	2	MC	["42","MC","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	42	I entered	NULL
A10LVHTF26QHQC	24	MC	["51","MC","ák icedpü","he accepted","I watched","to accept","I entered","you will enter"]	51	he accepted	NULL
AIK7EGKYGQ1QK	3	MC	["78","MC","ekki enplü","she entered","she accepts","I will watch","to enter","he accepted"]	78	to enter	NULL
A10LVHTF26QHQC	25	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
AIK7EGKYGQ1QK	4	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"I watched","time":10}}
A10LVHTF26QHQC	26	TPR	["209","TPR","pi enplilíz","you will enter"]	209	You enter	NULL
AIK7EGKYGQ1QK	5	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
A10LVHTF26QHQC	27	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
AIK7EGKYGQ1QK	6	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A10LVHTF26QHQC	28	EX	["6","EX","ák icedpilí","he will accept"]	6	he will accept	NULL
AIK7EGKYGQ1QK	7	TPR	["196","TPR","ekki icedpi","she accepts"]	196	she will accept	NULL
A10LVHTF26QHQC	29	MCR	["154","MCR","yé melá","I watched","he will accept","you enter","I enter","she will enter"]	154	I watched	{"1":{"guess":"I watched","time":12}}
AIK7EGKYGQ1QK	8	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A10LVHTF26QHQC	30	TP	["161","TP","yé icedpé","I accept"]	161	I accept	NULL
AIK7EGKYGQ1QK	9	MCR	["137","MCR","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	137	I entered	{"1":{"guess":"I entered","time":11}}
A10LVHTF26QHQC	31	MCR	["120","MCR","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	120	I enter	{"1":{"guess":"I enter","time":12}}
A10LVHTF26QHQC	32	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
AIK7EGKYGQ1QK	10	TPR	["202","TPR","ekki icedpü","she accepted"]	202	she enters	NULL
A10LVHTF26QHQC	33	EX	["23","EX","ekki enplü","she entered"]	23	she entered	NULL
AIK7EGKYGQ1QK	11	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A10LVHTF26QHQC	34	MC	["77","MC","ák enplü","he entered","he will accept","he enters","she will accept","she accepted"]	77	he entered	NULL
AIK7EGKYGQ1QK	12	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
A10LVHTF26QHQC	35	TP	["175","TP","ekki enpli","she enters"]	175	she entered	NULL
AIK7EGKYGQ1QK	13	TP	["165","TP","yé icedpilá","I will accept"]	165	I accept	NULL
AIK7EGKYGQ1QK	14	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
AIK7EGKYGQ1QK	15	MCR	["105","MCR","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	105	she accepts	{"1":{"guess":"she accepts","time":9}}
AIK7EGKYGQ1QK	16	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
AIK7EGKYGQ1QK	17	MC	["53","MC","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	53	she will accept	NULL
AIK7EGKYGQ1QK	18	TPR	["202","TPR","ekki icedpü","she accepted"]	202	She accepted	NULL
AIK7EGKYGQ1QK	19	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
AIK7EGKYGQ1QK	20	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
AIK7EGKYGQ1QK	21	EX	["11","EX","enplil","to enter"]	11	to enter	NULL
AIK7EGKYGQ1QK	22	EX	["21","EX","pi enplizpe","you entered"]	21	you entered	NULL
AIK7EGKYGQ1QK	23	MC	["42","MC","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	42	I will accept	NULL
AIK7EGKYGQ1QK	24	TP	["185","TP","ekki meli","she watches"]	185	She watches	NULL
AIK7EGKYGQ1QK	25	TP	["164","TP","ekki icedpi","she accepts"]	164	She accepts	NULL
AIK7EGKYGQ1QK	26	MCR	["114","MCR","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	114	he accepted	{"1":{"guess":"he accepted","time":13}}
AIK7EGKYGQ1QK	27	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122	you enter	{"1":{"guess":"you enter","time":12}}
AIK7EGKYGQ1QK	28	MC	["34","MC","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	34	I accept	NULL
AIK7EGKYGQ1QK	29	TP	["163","TP","ák icedpi","he accepts"]	163	he accepts	NULL
AIK7EGKYGQ1QK	30	MC	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	70	she will watch	NULL
AIK7EGKYGQ1QK	31	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
AIK7EGKYGQ1QK	32	TPR	["211","TPR","ekki enplilí","she will enter"]	211	she enters	NULL
AIK7EGKYGQ1QK	33	TPR	["215","TPR","ekki enplü","she entered"]	215	She enters	NULL
AIK7EGKYGQ1QK	34	EX	["23","EX","ekki enplü","she entered"]	23	she entered	NULL
AIK7EGKYGQ1QK	35	EX	["16","EX","yé enplilá","I will enter"]	16	I will enter	NULL
A3M43ST1JU11T9	1	EX	["11","EX","enplil","to enter"]	11	to enter	NULL
A3M43ST1JU11T9	2	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
A3M43ST1JU11T9	3	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A3M43ST1JU11T9	4	MCR	["97","MCR","icedpil","to accept","he accepts","she will enter","you entered","I watched"]	97	to accept	{"1":{"guess":"to accept","time":10}}
A3M43ST1JU11T9	5	MCR	["143","MCR","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	143	she entered	{"1":{"guess":"she entered","time":10}}
A3M43ST1JU11T9	6	MCR	["144","MCR","melil","to watch","I entered","I watched","she entered","he accepted"]	144	to watch	{"1":{"guess":"to watch","time":12}}
A3M43ST1JU11T9	7	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
A3M43ST1JU11T9	8	MCR	["148","MCR","yé melilá","I will watch","I will accept","he accepted","she accepted","he accepts"]	148	I will watch	{"1":{"guess":"I will watch","time":10}}
A3M43ST1JU11T9	9	MCR	["105","MCR","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	105	she accepts	{"1":{"guess":"she accepted","time":9},"2":{"guess":"she accepts","time":8}}
A3M43ST1JU11T9	10	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
A3M43ST1JU11T9	11	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
A3M43ST1JU11T9	12	MCR	["124","MCR","ák enpli","he enters","you will enter","I will accept","to accept","I enter"]	124	he enters	{"1":{"guess":"he enters","time":12}}
A3M43ST1JU11T9	13	TPR	["221","TPR","yé melá","I watched"]	221	I watch	NULL
A3M43ST1JU11T9	14	MC	["91","MC","yé melá","I watched","you watched","she watches","to enter","she accepts"]	91	I watched	NULL
A3M43ST1JU11T9	15	TP	["182","TP","ák enplü","he entered"]	182	he enters	NULL
A3M43ST1JU11T9	16	MCR	["110","MCR","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	110	she will accept	{"1":{"guess":"she will accept","time":13}}
A3M43ST1JU11T9	17	MC	["57","MC","yé enplé","I enter","you enter","he enters","you accepted","to accept"]	57	I enter	NULL
A3M43ST1JU11T9	18	MCR	["137","MCR","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	137	I entered	{"1":{"guess":"I will enter","time":12},"2":{"guess":"I entered","time":11}}
A3M43ST1JU11T9	19	TP	["161","TP","yé icedpé","I accept"]	161	I accept	NULL
A3M43ST1JU11T9	20	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
A3M43ST1JU11T9	21	MC	["67","MC","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	67	you will enter	NULL
A3M43ST1JU11T9	22	MCR	["127","MCR","ekki enpli","she enters","he entered","he accepts","he will enter","she will enter"]	127	she enters	{"1":{"guess":"she will enter","time":8},"2":{"guess":"she enters","time":7}}
A3M43ST1JU11T9	23	MCR	["130","MCR","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	130	you will enter	{"1":{"guess":"you will enter","time":12}}
A3M43ST1JU11T9	24	TPR	["218","TPR","yé melilá","I will watch"]	218	I watched	NULL
A3M43ST1JU11T9	25	MCR	["103","MCR","ák icedpi","he accepts","I watched","he entered","he will watch","she enters"]	103	he accepts	{"1":{"guess":"he accepts","time":11}}
A3M43ST1JU11T9	26	MC	["52","MC","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	52	she accepted	NULL
A3M43ST1JU11T9	27	EX	["16","EX","yé enplilá","I will enter"]	16	I will enter	NULL
A3M43ST1JU11T9	28	MCR	["145","MCR","melil","to watch","to accept","he will enter","I enter","she watches"]	145	to watch	{"1":{"guess":"to watch","time":13}}
A3M43ST1JU11T9	29	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
A3M43ST1JU11T9	30	MCR	["124","MCR","ák enpli","he enters","you will enter","I will accept","to accept","I enter"]	124	he enters	{"1":{"guess":"he enters","time":7}}
A3M43ST1JU11T9	31	MC	["42","MC","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	42	I will accept	NULL
A3M43ST1JU11T9	32	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"he will watch","time":9},"2":{"guess":"he entered","time":6}}
